titre,prix,surface,nb_pieces,nb_chambres,ville,code_postal,adresse,quartier,type_bien,groupe_type,prix_m2,lien,description,photo_1,photo_2,photo_3,photo_4,photo_5
"Appartement à vendre - Première occupation - Toulon - 377 000 € - 3 pièces, 2 chambres, 63 m², RDC/1",377 000 €,63.0,3.0,2.0,Toulon,83100,"Cap Brun , ()",Est Toulon,Appartement,Appartement,5 984 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/cap-brun/255003719.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D2&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"Appartement récent de 3 pièces en rez-de-jardin avec garage privatif – Quartier Cap Brun à Toulon – New Style Immo Découvrez, avec l’Agence New Style Immo, ce superbe appartement de 3 pièces en rez-d...",https://mms.seloger.com/0/9/2/5/092564d0-c16c-4106-a264-c9280a8fcf7e.jpg?ci_seal=9db6ac47eb578eb07a5d1dbae62f26d7cb275ef5&w=626&h=470,https://mms.seloger.com/d/1/6/2/d162535e-e418-4433-8147-e71e3bc55366.jpg?ci_seal=9753df64e9e02d392d4942a7228a0c4b5b48b421&w=626&h=470,https://mms.seloger.com/7/2/f/7/72f7db65-d21b-4424-88fe-b2f500907d1a.jpg?ci_seal=81acc03e753d76566210773a9ca3fc22b6dbb4a3&w=626&h=470,https://mms.seloger.com/e/9/a/d/e9ad835d-a66b-461a-b041-041e93910c0d.jpg?ci_seal=1fc04ce0ec1298afbb108265dae8afe4beb408bb&w=626&h=470,https://mms.seloger.com/3/4/3/2/34320165-4dbf-4b89-9ee1-3be3a3ee1177.jpg?ci_seal=4a1449e21c6d101dd4a19f1427d17308fb9267a1&w=626&h=470
"Appartement à vendre - neuf - Toulon - 393 000 € - 3 pièces, 2 chambres, 65 m², dès le 30/09/2027",393 000 €,65.0,3.0,2.0,Toulon,83000,2104 avenue de la Résistance,Centre / Littoral,Appartement,Appartement,6 046 €,https://www.selogerneuf.com/annonces/neuf/programme/toulon-83/253691585/?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000&sort_order_ab_test=sort_order_reference&unitId=260294405&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L&source=SL_web,Pierres de Collection - L'immobilier neuf d'exception sur la Côte Varoise et en Provence. Espace de vente de Toulon - Cap Brun : 2104 avenue de la Résistance - 83000 TOULON Informations et rendez-vou...,https://mms.seloger.com/1/3/3/f/133f2ebb-2d3f-4d41-818e-e24369bd6fbc.jpg?ci_seal=8f795445abc86e49faa998c6b03a5a38f0ed9496&w=525&h=394,https://mms.seloger.com/3/a/0/b/3a0b9e1a-7ab7-489f-8679-4fd4341b9935.jpg?ci_seal=53454da14519f4c74c1b5cd0327ea0a1086310e3&w=525&h=394,https://mms.seloger.com/0/1/4/e/014e52de-800d-43cf-bb12-b9c2d1fd9636.jpg?ci_seal=bacaac1159f0bd0f6338da43a0354d92d0e5831d&w=525&h=394,,
"Appartement à vendre - Toulon - 395 000 € - 3 pièces, 2 chambres, 86 m², RDC",395 000 €,86.0,3.0,2.0,Toulon,83200,"Le Faron-Fort-Rouge, ()",Ouest Toulon,Appartement,Appartement,4 593 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/le-faron-fort-rouge/261733457.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D15&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"Nous vous proposons en exclusivité ce bel appartement rénové tout confort, avec terrasse de 81 m2, idéalement située sur les hauteurs du Mont Faron dans une petite copropriété sécurisé surplombant la...",https://mms.seloger.com/5/a/9/4/5a94cc48-7490-4a8a-a214-a6c7ec36ab04.jpg?ci_seal=7ec45ab33cbbd485fdac2ae3fd10534be4c5f329&h=50,https://mms.seloger.com/b/5/6/9/b5690aa4-3296-48f0-a460-9cbee0ab90ca.jpg?ci_seal=70d86889126e6785f808a4aee825e2d60101cef7&w=525&h=394,https://mms.seloger.com/b/9/8/c/b98c623f-e565-4131-88ba-8ce7bec9fb88.jpg?ci_seal=ec9677e2909a0e5bf66a1806a3238bae4a42617a&w=525&h=394,https://mms.seloger.com/c/2/3/a/c23ac171-720e-4bbc-a357-1f0204df916a.jpg?ci_seal=86b07ffc0b5170c913d7ae92df7a5f856c205a17&w=525&h=394,
"Appartement à vendre - Toulon - 399 000 € - 4 pièces, 2 chambres, 81 m², Étage 4/7",399 000 €,81.0,4.0,2.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,4 926 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/mourillon-centre/260175035.htm,"Il arrive un moment où l'on cherche autre chose qu'un simple appartement. On cherche du confort, du calme? et la liberté de tout faire à pied. À deux pas du port Saint-Louis, des plages de la Mitre, ...",https://mms.seloger.com/c/d/0/9/cd098652-c36d-4c40-b528-dba58c935c0d.jpg?ci_seal=9c3e9625410ef9b87bead86bbe9c720002f0fb05&w=525&h=394,https://mms.seloger.com/a/2/0/3/a2034b1a-581d-4cd1-8cd9-a0a53951680a.jpg?ci_seal=13d65ca7c99cc8d3972fdec73dd3ee80a653fa59&w=525&h=394,https://mms.seloger.com/7/8/a/0/78a0b19e-c81f-4c8b-8cc1-d4a3ea4a5afb.jpg?ci_seal=97e0885f48e597f13f78b8b8f4ef8fe62e198e39&w=525&h=394,,
"Appartement à vendre - neuf - Toulon - 404 988 € - 3 pièces, 2 chambres, 63 m², Étage 1/1",404 988 €,63.0,3.0,2.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,6 428 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/cap-brun/262696821.htm,"Découvrez cet appartement T3 en dernier étage dans un environnement EXCEPTIONNEL ! Situé dans l'un des quartiers les plus prisés de Toulon, ce bel appartement vous offre un cadre de vie rare et privi...",https://mms.seloger.com/4/f/6/2/4f6241ca-a954-4108-8f7b-3e9c55382bf8.jpg?ci_seal=f589f1eb52e6e00233efbcb184e133e60dc6230a&h=50,https://mms.seloger.com/0/e/5/d/0e5d7db4-1bd2-4b99-a802-ebfcd42443e1.jpg?ci_seal=2a2782b3ac1f7b1b34428fcd8367c184b1b5fb14&w=525&h=394,https://mms.seloger.com/2/4/f/d/24fd3141-8d14-4525-908f-9439267c6903.jpg?ci_seal=651d3db65e8b272a9db52f9014498c16e74d1b1a&w=525&h=394,https://mms.seloger.com/a/7/1/e/a71e95dc-ec81-4607-8dbd-853067e25266.jpg?ci_seal=cffd2576a327a6e00198c73b5624ada686e2ed79&w=525&h=394,
"Appartement à vendre - neuf - Toulon - 410 000 € - 3 pièces, 2 chambres, 70 m², RDC",410 000 €,70.0,3.0,2.0,Toulon,83100,,Est Toulon,Appartement,Appartement,5 857 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/la-palasse/257709805.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"iad France - Bruno Moullet vous propose : Appartement T3 de 70 m² environ avec terrasse 13 m² environ et double garage, au sein d'un domaine privé à TOULON - Vivez dans un écrin de nature de plus de ...",https://mms.seloger.com/c/9/7/f/c97fc1f3-ef25-4662-895e-a86992742b29.jpg?ci_seal=8339336e442308271d3bb8712e31b622fa79c590&h=50,https://mms.seloger.com/7/e/8/e/7e8ef25d-6f38-4479-9225-ec9839f28403.jpg?ci_seal=f395bfbe69b9a72b2e09b7937b735ebda4a1d392&w=525&h=394,https://mms.seloger.com/4/3/8/e/438e7402-b58a-4fe2-b33e-8cefefec6d23.jpg?ci_seal=516fe2316d98e1da8eed83a2f3d40da73f297c92&w=525&h=394,,
"Appartement à vendre - Toulon - 420 000 € - 4 pièces, 2 chambres, 80 m², RDC/3",420 000 €,80.0,4.0,2.0,Toulon,83000,(),Centre / Littoral,Appartement,Appartement,5 250 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/256236035.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D2&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"A Toulon - Idéalement situé au coeur du Mourillon, dans un immeuble bourgeois 1900 au charme intemporel, lumineux appartement aux belles hauteurs de plafonds de type T4 de 80 m² en rez-de-chaussée su...",https://mms.seloger.com/4/f/5/1/4f5122cb-7dc0-4d38-8abd-33be8ab9aae2.jpg?ci_seal=6e8840bbed635787e77da3ea4bdce98b4372b42c&w=626&h=470,https://mms.seloger.com/9/d/0/e/9d0ee9c0-deb5-487c-b4af-148a50457d7b.jpg?ci_seal=25bcd88d5c39dae8fd7e7653604580fc798fb375&w=626&h=470,https://mms.seloger.com/0/f/e/7/0fe7b36a-c389-454f-aa07-242a2e90daa3.jpg?ci_seal=f3685c0e406cb67a8cb74ff02df67070e0f3c1b7&w=626&h=470,https://mms.seloger.com/6/d/2/d/6d2d4e10-1428-43fc-824a-d4dd1e2cd864.jpg?ci_seal=e1bbd6d84057b72bab264ff301452d2b1c991cd6&w=626&h=470,https://mms.seloger.com/5/2/7/0/5270623a-17c4-4c52-98f4-ae7a541793f5.jpg?ci_seal=04c93741f87828893624d785127d33ce3fa778df&w=626&h=470
"Appartement à vendre - neuf - Toulon - 434 000 € - 3 pièces, 2 chambres, 71 m², Étage 1/2",434 000 €,71.0,3.0,2.0,Toulon,83100,"La Palasse, ()",Est Toulon,Appartement,Appartement,6 113 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/la-palasse/253744951.htm,"iad France - Bruno Moullet vous propose : Appartement T3 de 71 m² environ avec terrasse de 23 m² environ et double garage, au sein d'un domaine privé à TOULON - Vivez dans un écrin de nature de plus ...",https://mms.seloger.com/c/2/1/1/c2119cb0-8f17-4502-8592-4562f3fb3ef7.jpg?ci_seal=2e81ca15bd46f3155bd31bd0212c22b9b7661aa6&w=525&h=394,https://mms.seloger.com/6/5/5/b/655bc5c4-258f-4347-92f3-607e05139143.jpg?ci_seal=b0fa7b99cabbd3c0c2ccbedeaaedf5e3edb2b271&w=525&h=394,https://mms.seloger.com/7/8/5/f/785fdd89-d146-4e11-b5df-412db25028f5.jpg?ci_seal=d42dfabd5d3277f5cde9d62bcfe7fbd48cdff824&w=525&h=394,,
"Duplex à vendre - neuf - Toulon - 443 000 € - 3 pièces, 2 chambres, 62,3 m², 1er étage",443 000 €,62.3,3.0,2.0,Toulon,83000,,Centre / Littoral,Duplex,Appartement,7 111 €,https://www.selogerneuf.com/annonces/neuf/programme/toulon-83/239013051/?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000&sort_order_ab_test=sort_order_reference&unitId=239011505&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL&source=SL_web,"Profitez des frais de notaire offerts et découvrez une adresse d'exception à proximité des plages et au cœur du quartier Cap Brun à Toulon A l'abri des regards, derrière un muret de pierres conservé,...",https://mms.seloger.com/0/f/0/3/0f03a0a0-520b-41cd-a835-f10883ee5078.jpg?ci_seal=4b932a0a0ed94fe733ff39a58381983ed20e68f8&w=626&h=470,https://mms.seloger.com/5/5/2/2/55227f5a-2a41-423a-9032-082b3096966e.jpg?ci_seal=d318623be4cbf1e4df377d6b7e704efbf5e998b5&w=626&h=470,https://mms.seloger.com/3/5/b/c/35bc625a-48cf-40c7-b86f-02e668a1956c.jpg?ci_seal=27959239007d38eb20287d7436923dfcb1c05bf8&w=626&h=470,https://mms.seloger.com/f/4/7/4/f47408b3-72c2-45c3-bf07-7d4a51315bd3.jpg?ci_seal=50bfbee9e1ceb5e80488ec07c437c45404a98150&w=626&h=470,https://mms.seloger.com/5/3/f/a/53fa1f1e-0435-4bbf-9adf-83e7565f8a07.jpg?ci_seal=93f08f2f75b37cd9b0dd0ff71c09f71f320fc07b&w=626&h=470
"Appartement à vendre - neuf - Toulon - 443 000 € - 3 pièces, 2 chambres, 62 m²",443 000 €,62.0,3.0,2.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,7 145 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/263094641.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D10&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"Toulon ! Au 1er étage et orienté Est, cet Appartement 3 pièces de 62m² se compose d'une entrée, d'un séjour avec cuisine ouverte, 2 chambre(s). Il est aussi convenu avec cet Appartement d'un extérieu...",https://mms.seloger.com/5/f/8/2/5f825b03-b5e6-43e4-bd73-026b280dd957.jpg?ci_seal=05ad87a30f37311efdb0446bf51d249ce8d6a77b&w=525&h=394,https://mms.seloger.com/c/0/a/e/c0ae4ecb-0a99-4286-98aa-20939aefd0bb.jpg?ci_seal=2fec504e4ed177d6eaf732e28bc8f3978e981622&w=525&h=394,https://mms.seloger.com/7/8/3/9/7839460b-df93-438a-84f8-401f412f2696.jpg?ci_seal=30cb861512c93a9cdcd7dbc32cadbbc3002768cc&w=525&h=394,,
"Appartement à vendre - neuf - Toulon - 445 000 € - 3 pièces, 2 chambres, 65 m², dès le 30/09/2027",445 000 €,65.0,3.0,2.0,Toulon,83000,,Centre / Littoral,Appartement,Appartement,6 846 €,https://www.selogerneuf.com/annonces/neuf/programme/toulon-83/253691585/,Pierres de Collection - L'immobilier neuf d'exception sur la Côte Varoise et en Provence. Espace de vente de Toulon - Cap Brun : 2104 avenue de la Résistance - 83000 TOULON Informations et rendez-vou...,https://mms.seloger.com/3/c/8/9/3c896c29-840d-439a-aff1-c75e475862bc.jpg?ci_seal=5cf4d7509029a73fc8a084f54c096bb3ddb129e9&w=525&h=394,https://mms.seloger.com/2/4/d/a/24da5fa8-c891-4788-a072-78d247cd22ba.jpg?ci_seal=35c7097796f6f10908eab2df15d14c3718585c9f&w=525&h=394,https://mms.seloger.com/e/c/a/e/ecae95e9-e1f6-4f16-8795-34bb0adc5ed8.jpg?ci_seal=53271184917ca1b98c6b9166dfd49e82a9d517a5&w=525&h=394,,
"Appartement à vendre - Toulon - 498 000 € - 4 pièces, 2 chambres, 76,4 m², 1er étage",498 000 €,76.4,4.0,2.0,Toulon,83100,,Est Toulon,Appartement,Appartement,6 518 €,https://www.seloger.com/annonces/achat/appartement/toulon-83/262085507.htm,"VOTRE AGENCE CENTURY 21 LA VALETTE VOUS PROPOSE UN BIEN RARE À LA VENTE ! TOULON EST Quartier prisé de LA PIVOTTE limitrophe à La Valette-du-Var Dans un environnement calme et recherché, découvrez un...",https://mms.seloger.com/f/d/5/5/fd55b31b-2f19-4816-8590-d00a18333e48.jpg?ci_seal=142e5b4813128a2e7389c4e47a00939ef5654730&w=525&h=394,https://mms.seloger.com/e/4/3/4/e434f500-1fd8-48ac-b8c6-d737f6fea78e.jpg?ci_seal=d8970563868f01fab93778c2861263354ba1907e&w=525&h=394,https://mms.seloger.com/6/b/1/b/6b1b93a6-3cb5-4bb4-84bb-cd99979d1d68.jpg?ci_seal=0f7d1a05abe7a222a94bab1ed1f98c74a462ac67&w=525&h=394,,
"Maison à vendre - Toulon - 194 000 € - 4 pièces, 3 chambres, 72 m², 110 m² de terrain",194 000 €,72.0,4.0,3.0,Toulon,83100,(),Est Toulon,Maison,Maison,2 694 €,https://www.seloger.com/annonces/achat/maison/toulon-83/262642413.htm,"Venez découvrir cette magnifique maison, idéale pour toute la famille, située à proximité des écoles et des commerces. Au rez-de-chaussée, un séjour lumineux et spacieux vous attend, tandis que la cu...",https://mms.seloger.com/e/3/f/e/e3fe37fe-f296-4650-a4ad-da97e0d14b02.jpg?ci_seal=3179af0fc42c47ce73382d5fa3469800bd63afd0&w=525&h=394,https://mms.seloger.com/7/b/a/0/7ba0b000-7bf0-4618-ae9f-cb7ad2d145d5.jpg?ci_seal=369a151507d64c42ccb77a19ded0e8ac053d3803&w=525&h=394,https://mms.seloger.com/b/0/8/e/b08e7570-5a59-472f-8e26-fca196e45657.jpg?ci_seal=9e9d62355d671ddeb711edecb647298c1428f1a0&w=525&h=394,,
"Maison en viager - Toulon - Bouquet 213 805 € - 4 pièces, 2 chambres, 107 m²",213 805 €,107.0,4.0,2.0,Toulon,83200,,Ouest Toulon,Maison,Maison,1 998 €,https://www.seloger.com/annonces/achat/maison/toulon-83/254780067.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"Vente en VIAGER nue-propriété ! Opportunité d'investissement Toulon Ouest, sur deux têtes homme de 77 ans et femme de 71 ans Dans un secteur recherché, au calme, entouré de nature, cette maison indép...",https://mms.seloger.com/9/d/d/8/9dd81f4a-58fb-437f-ae19-37ebb5bcd5b.jpg?ci_seal=a7c29c0b1d27bea4d407d8abb093f2c40961f7e4&h=50,https://mms.seloger.com/b/b/3/4/bb34db87-c883-48b2-ba22-14edc7a7a294.jpg?ci_seal=968b91a47e4075f715768b32509b1eb38fd55b1d&w=525&h=394,https://mms.seloger.com/0/a/c/f/0acf2631-309f-49b5-a4c0-270f14118c47.jpg?ci_seal=9f9c15e75ddc8dee699b668101688ddaf5ff60a6&w=525&h=394,https://mms.seloger.com/d/5/0/5/d505662d-273f-45cc-9b9f-8f765d6489fa.jpg?ci_seal=dfdd7009605a83209de7e025b56775b2dbe6beaa&w=525&h=394,
"Maison à vendre - Toulon - 220 000 € - 4 pièces, 3 chambres, 72 m², 182 m² de terrain",220 000 €,72.0,4.0,3.0,Toulon,83100,(),Est Toulon,Maison,Maison,3 056 €,https://www.seloger.com/annonces/achat/maison/toulon-83/262630719.htm,TOULON BAS FARON EST - Situé à proximité des commerces et de l'école Notre Dame. OPPORTUNITÉ À SAISIR Maison de caractère 72 m² + dépendance Terrain 182 m² Nous vous proposons une maison de 72 m² ( 3...,https://mms.seloger.com/6/3/4/e/634e0a73-5b61-450f-8f48-55e55e59d910.jpg?ci_seal=1a047775aad99b6d14bdec153c35a302d2ab1d62&w=525&h=394,https://mms.seloger.com/c/a/3/c/ca3c1c05-314d-4114-a3a8-691ef8649e3a.jpg?ci_seal=785a70c51050b97a4b95d11e8e5c06dc3e780bc3&w=525&h=394,https://mms.seloger.com/5/4/2/4/54249818-5782-4f7a-9fd1-a3676eda5962.jpg?ci_seal=56f77f6552627585467beb6f5dc67d0f35b523e0&w=525&h=394,,
"Maison en viager - Toulon - Bouquet 220 000 € - 4 pièces, 2 chambres, 131 m²",220 000 €,131.0,4.0,2.0,Toulon,83000,,Centre / Littoral,Maison,Maison,1 679 €,https://www.seloger.com/annonces/achat/maison/toulon-83/le-faron-fort-rouge/234113527.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,"Viagimmo Toulon vous propose un VIAGER OCCUPÉ au profit d'une Homme de 73 ans . Toulon , secteur Mont Faron ,splendide Appartement T4 de 131 m2. Véritable balcon sur la mer ,dès l'entrée, votre regar...",https://mms.seloger.com/5/a/0/7/5a07bd18-201c-444c-8e02-d07a88ce3d9e.jpg?ci_seal=bac5596972ddb1ed839b1a736d9bbc5cf7ca2b4a&h=50,https://mms.seloger.com/e/a/f/a/eafa8d23-5a8f-4879-9b3d-0b82fef4ccdd.jpg?ci_seal=3d8ee98bef434e5df28b460bd28fab33189656f4&w=525&h=394,https://mms.seloger.com/f/4/d/e/f4de1817-b0a9-4a6c-a963-d6e60dff62b1.jpg?ci_seal=4f415a2e6f060571c3a4d564a23216f61e048f93&w=525&h=394,https://mms.seloger.com/2/b/8/5/2b85d95c-8630-4c02-9410-2aa119b9eee1.jpg?ci_seal=64cc30609cfb6935318f3757588490f131e8294e&w=525&h=394,
"Maison à vendre - Toulon - 310 000 € - 4 pièces, 3 chambres, 70 m², 173 m² de terrain",310 000 €,70.0,4.0,3.0,Toulon,83000,,Centre / Littoral,Maison,Maison,4 429 €,https://www.seloger.com/annonces/achat/maison/toulon-83/262527107.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000&sort_order_ab_test=sort_order_reference&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,"EXCLUSIVITE - Toulon, Les Routes, au calme, vue dégagée sur la rade pour cette maison de type T4 de 70 m² divisée en 2 appartements, comprenant : au rez-de-chaussée : cuisine ouverte équipée, séjour ...",https://mms.seloger.com/1/a/1/a/1a1a1446-bf9e-4d19-b0b3-164d4e48ce39.jpg?ci_seal=6c3ef601d4bf258c807a13b3a22da84df159cd16&w=626&h=470,https://mms.seloger.com/f/d/5/d/fd5d6854-7c31-4703-8e25-d8e6bbdaafab.jpg?ci_seal=dfe0b94fec7763206442d07931c4556c57406c53&w=626&h=470,https://mms.seloger.com/d/1/b/9/d1b911e5-114d-4d29-b82c-6827c617f640.jpg?ci_seal=89d710b926ea0ed9e0c8c67398b6a87631e80cc0&w=626&h=470,https://mms.seloger.com/1/0/2/0/102009a4-dfa6-47d2-841c-e27da084548e.jpg?ci_seal=747827b2cb80b2320cfb25a70a2067f7a1f65ffc&w=626&h=470,https://mms.seloger.com/e/1/3/7/e1379349-fcf7-49a8-9590-25743273144e.jpg?ci_seal=8dc22e1580a2177f5035433e806b4ad61821b6a4&w=626&h=470
"Villa à vendre - neuf - Toulon - 314 000 € - 4 pièces, 3 chambres, 89,9 m², dès le 31/12/2027",314 000 €,89.9,4.0,3.0,Toulon,83100,"Pont de Suve-Collet de Gipon, ()",Est Toulon,Maison,Maison,3 493 €,https://www.selogerneuf.com/annonces/neuf/programme/toulon-83/249859347/?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D2&sort_order_ab_test=sort_order_reference&unitId=250618315&feature_aiEnrichment=false#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L&source=SL_web,Franchissez le magnifique portail du DOMAINE DE CAMPION et découvrez une résidence moderne nichée au cœur d’un parc clos d’exception. Platanes centenaires et essences singulières composent un écrin d...,https://mms.seloger.com/e/c/c/e/ecce8d84-98b3-4b2c-ac48-9df7d9ce54d9.jpg?ci_seal=a37c550268c15aee8b484f404d9180648b9d6130&w=525&h=394,https://mms.seloger.com/d/4/2/c/d42c48d1-587b-40e9-b994-739228eedc8b.jpg?ci_seal=371ab3f63995c3a243eb1036cb9a235645aaa28d&w=525&h=394,https://mms.seloger.com/7/7/b/3/77b3601f-1a5e-4405-89d8-109259e76e3b.jpg?ci_seal=d3ba9a0bfbdb837f1e10287e7a80c7c3f08ea809&w=525&h=394,,
"Maison à vendre - Toulon - 325 000 € - 6 pièces, 3 chambres, 110 m², 288 m² de terrain",325 000 €,110.0,6.0,3.0,Toulon,83000,(),Centre / Littoral,Maison,Maison,2 954 €,https://www.seloger.com/annonces/achat/maison/toulon-83/262669629.htm,"EXCLUSIVITE PLEIN COEUR DE CLARET, vente à terme occupée ( Mr 76 ans et Mme 81 ans), sans rente, ayant une valeur vénale comprise entre 480.000 € et 500.000 €, d'une trés belle maison de 1948 entière...",https://mms.seloger.com/d/e/0/7/de07da44-b919-4628-8437-d0739def8062.jpg?ci_seal=64f31f71c3797707408842fb86a3e9c76410abc5&w=525&h=394,https://mms.seloger.com/d/1/f/8/d1f85e9e-ffb3-4877-96b0-ad5118b65d02.jpg?ci_seal=afd62cd539385678fccfb2be15119c076f232b62&w=525&h=394,https://mms.seloger.com/d/1/7/8/d1788876-bd45-4ac3-881f-a47afcfff6c8.jpg?ci_seal=129cb954cae6c05c8c397b1ac21fa19cde50b687&w=525&h=394,,
"Maison à vendre - Toulon - 328 000 € - 4 pièces, 3 chambres, 77 m², 170 m² de terrain",328 000 €,77.0,4.0,3.0,Toulon,83100,(),Est Toulon,Maison,Maison,4 260 €,https://www.seloger.com/annonces/achat/maison/toulon-83/261822051.htm,"EXCLUSIVITE - A Toulon, Sainte Musse, lumineuse maison de type T4 de 77 m² traversante Est-Ouest, comprenant : cuisine donnant sur salle à manger et terrasse, séjour ouvrant sur une deuxième terrasse...",https://mms.seloger.com/d/b/d/4/dbd4eabe-4568-4c25-b3c7-79c9f8447efd.jpg?ci_seal=72fa4f500f30655d76393f3c8f0069cf4fa93c18&w=626&h=470,https://mms.seloger.com/3/9/9/8/39986bb3-ac0d-4ba5-bf3b-d2d5bb716a60.jpg?ci_seal=6e9196e49890c86e5d90540f9bfa3062a081efa0&w=626&h=470,https://mms.seloger.com/8/b/2/5/8b257a1a-9cae-4c67-81bf-29237cd497dc.jpg?ci_seal=df33a18faa99ce9e1caaffdd7c8c260e97dd7244&w=626&h=470,https://mms.seloger.com/6/5/4/e/654e4a2e-80d5-4304-81b3-95cf26f006b6.jpg?ci_seal=9f012f448769475e386a821fcc21a7ffe0f8ecfe&w=626&h=470,https://mms.seloger.com/6/1/1/f/611fdcc6-ef6e-467a-b430-2a77332ed12e.jpg?ci_seal=0499e5a082cd0f3ef779108ec63fab7737e911a7&w=626&h=470
"Maison de ville à vendre - Toulon - 334 000 € - 6 pièces, 4 chambres, 126 m², 197 m² de terrain",334 000 €,126.0,6.0,4.0,Toulon,83100,,Est Toulon,Maison,Maison,2 651 €,https://www.seloger.com/annonces/achat/maison/toulon-83/la-roseraie/263077043.htm,"Découvrez cette maison de caractère nichée dans le quartier prisé de Toulon Est, offrant une opportunité rare avec ses deux appartements indépendants. Avec une surface totale de 126 m², cette proprié...",https://mms.seloger.com/d/1/d/6/d1d6574e-e430-4674-a166-8c31c763c994.jpg?ci_seal=bd2c5fb45b58fc39f47f96860a9423f0f00838ea&w=525&h=394,https://mms.seloger.com/0/4/8/6/04867e79-4c59-46a8-aa19-f46503fa7f90.jpg?ci_seal=f048efe0bfe1a0fd3906decb32641735218f874d&w=525&h=394,https://mms.seloger.com/1/d/5/6/1d56f65d-5652-46fc-bb04-540e7825c484.jpg?ci_seal=804b03db883fab245bbb924304daf120a904a4f7&w=525&h=394,,
